78
5.434782608695652E-4,	0.021739130434782608,	0.43478260869565216,	0.05
0.0025026122494321763,	0.03918267977125222,	0.5206942433289982,	0.05
0.0069104406998163545,	0.08815656900768355,	1.1944351315631443,	0.05
0.014745818321630329,	0.15670755243627948,	1.672458608978539,	0.05
0.02698664249948736,	0.24481648355714059,	2.1508642185399367,	0.05
0.044609244323452146,	0.3524520364792956,	2.629896448628113,	0.05
0.06858762418510538,	0.4795675972330646,	3.109859562741567,	0.05
0.09989253679778294,	0.6260982522535513,	3.5911196980561666,	0.05
0.1394904236831409,	0.7919577377071594,	4.07410271961532,	0.05
0.18834219815097755,	0.9770354893567327,	4.559293509582971,	0.05
0.24691402292538614,	1.1714364954881717,	4.807598486104907,	0.05
0.31517853320195854,	1.3652902055314486,	4.818530042146403,	0.05
0.3931039240581211,	1.5585078171232516,	4.831234164592084,	0.05
0.4806540739102102,	1.7510029970417822,	4.845660980843571,	0.05
0.5777887394751806,	1.9426933112994085,	4.861732506803493,	0.05
0.6844638460289657,	2.1335021310757014,	4.8793314600031845,	0.05
0.8006319067474389,	2.3233612143694633,	4.898289975110819,	0.05
0.9262426063029529,	2.512213991110279,	4.918373574808568,	0.05
1.061243594115609,	2.700019756253124,	4.939264701878736,	0.05
1.205581534599361,	2.88675880967504,	4.9605422074558625,	0.05
1.3592034694226758,	3.0724386964662944,	4.981661086875064,	0.05
1.5220585445051333,	3.2571015016491494,	5.0019302746362015,	0.05
1.6941001518638277,	3.4408321471738867,	5.0204930117767255,	0.05
1.8748122586329066,	3.614242135381577,	4.7920638844282415,	0.05
2.0632175718689796,	3.768106264721458,	4.313394447218339,	0.05
2.258359257600638,	3.902833714633174,	3.82656155534713,	0.05
2.4593022806777656,	4.018860461542546,	3.3310327813417295,	0.05
2.665133652770873,	4.11662744186215,	2.826710511204631,	0.05
2.874961411023296,	4.196555165048463,	2.3140034936444565,	0.05
3.087912237849509,	4.259016536524259,	1.7938619668806588,	0.05
3.3031277566660493,	4.3043103763308,	1.2677640670898427,	0.05
3.519759679401297,	4.332638454704956,	0.7376450706952475,	0.05
3.7369641206090174,	4.344088824154408,	0.20577226810708282,	0.05
3.9543683715335596,	4.348085018490846,	-0.07983563126504833,	0.05
4.172068577708062,	4.354004123490043,	-0.11825239784815977,	0.05
4.3901561978393575,	4.361752402625905,	-0.15479756668497657,	0.05
4.608716561105089,	4.37120726531462,	-0.18889498254566206,	0.05
4.82782768163759,	4.382222410650024,	-0.22007106596554138,	0.05
5.047559362950564,	4.394633626259492,	-0.24796799676790826,	0.05
5.2679726049376585,	4.408264839741888,	-0.27234875381966006,	0.05
5.489119307150766,	4.422934044262153,	-0.29309460361387707,	0.05
5.7110422461022345,	4.438458779029371,	-0.310196239237559,	0.05
5.933775292431615,	4.4546609265876045,	-0.323740150847982,	0.05
6.15734382625685,	4.471370676504703,	-0.3338919971910137,	0.05
6.3816241801024205,	4.485607076911422,	-0.4099534905186708,	0.05
6.605992603893542,	4.487368475822437,	-0.7207429427676715,	0.05
6.829458863586384,	4.469325193856842,	-1.1941818167327867,	0.05
7.051012392366177,	4.431070575595848,	-1.6595023544507548,	0.05
7.2696239635214726,	4.3722314231059105,	-2.1173723285562573,	0.05
7.484247741734151,	4.292475564253569,	-2.5686101279996443,	0.05
7.693823555913491,	4.191516283586795,	-3.0141227880441335,	0.05
7.897279261899851,	4.069114119727202,	-3.454853152415147,	0.05
8.093533092160952,	3.9250766052220047,	-3.8917391256667777,	0.05
8.281495920371464,	3.759256564210232,	-4.325684749042846,	0.05
8.46021925296225,	3.5744666518157495,	-4.690354164205637,	0.05
8.629259044577232,	3.3807958322996394,	-4.822026264121755,	0.05
8.788536071016983,	3.1855405287950194,	-4.790376377955434,	0.05
8.937978194848135,	2.988842476623046,	-4.761554097711791,	0.05
9.077520012521855,	2.790836353474403,	-4.735419678595161,	0.05
9.207102476819397,	2.5916492859508344,	-4.711822893333721,	0.05
9.32667251499334,	2.3914007634788756,	-4.690612036132169,	0.05
9.436182658173237,	2.1902028635979356,	-4.671639283917948,	0.05
9.53559069028246,	1.988160642184459,	-4.65476513275247,	0.05
9.62485932405598,	1.7853726754703794,	-4.63986009189723,	0.05
9.703955906039031,	1.581931639661033,	-4.62680681732917,	0.05
9.77285215355907,	1.377924950400778,	-4.615500278039999,	0.05
9.831523923680207,	1.1734354024227311,	-4.605848292426504,	0.05
9.880099443797517,	0.9715104023462291,	-4.531610200401839,	0.05
9.919225259982289,	0.7825163236954404,	-4.22991617115964,	0.05
9.949918216631671,	0.6138591329876595,	-3.7670910274158276,	0.05
9.973199123156569,	0.4656181304979399,	-3.3058509493034394,	0.05
9.990091809527437,	0.33785372741736436,	-2.845818605579371,	0.05
10.001622328690528,	0.23061038326183025,	-2.386674883761415,	0.05
10.008818292183934,	0.14391926986809936,	-1.9281545291677804,	0.05
10.012708331458315,	0.07780078548761271,	-1.4700419637774378,	0.05
10.014321677894085,	0.032266928715385355,	-1.0121692898264498,	0.05
10.014687857958373,	0.007323601285755453,	-0.5544146657067737,	0.05
10.014687857958373,	0.0,	-0.16277731222234743,	0.05
